,path,scriptID,transcription,field1,field2,field3,field4,field5,field6,field7
7446,-,Script30_00249,"Hey Jay, please archive my read messages.",17138,-,-,-,-,-,-
7447,-,Script30_00249,"Hey Jay, Send a reply to this email.",17139,-,-,-,-,-,-
7448,-,Script30_00249,"Hey Jay, Speak as loud as you can.",1714,-,-,-,-,-,-
7449,-,Script30_00249,"Hey Jay, Please respond to the email I just read.",17140,-,-,-,-,-,-
7450,-,Script30_00249,"Hey Jay, Give me recent emails.",17141,-,-,-,-,-,-
7451,-,Script30_00249,"Hey Jay, What's in my inbox since we last looked?",17142,-,-,-,-,-,-
7452,-,Script30_00249,"Hey Jay, Send email to...",17143,-,-,-,-,-,-
7453,-,Script30_00249,"Hey Jay, Check email",17144,-,-,-,-,-,-
7454,-,Script30_00249,"Hey Jay, Open Emails",17145,-,-,-,-,-,-
7455,-,Script30_00249,"Hey Jay, Anything new PDA?",17146,-,-,-,-,-,-
7456,-,Script30_00249,"Hey Jay, reply to the mail with the following content",17147,-,-,-,-,-,-
7457,-,Script30_00249,"Hey Jay, reply to the mail with the following content",17148,-,-,-,-,-,-
7458,-,Script30_00249,"Hey Jay, I want to check Julia's available dates, so would you send her mail and ask about it?",17149,-,-,-,-,-,-
7459,-,Script30_00249,"Hey Jay, Lower volume by 50%.",1715,-,-,-,-,-,-
7460,-,Script30_00249,"Hey Jay, I want to check Julia's available dates, so would you send her mail and ask about it?",17150,-,-,-,-,-,-
7461,-,Script30_00249,"Hey Jay, My friend John has sent me a invitation card to his newly bought home. Say thanks to him in his Mail ID.",17151,-,-,-,-,-,-
7462,-,Script30_00249,"Hey Jay, Please let me know when Delia replies to my email from this morning.",17152,-,-,-,-,-,-
7463,-,Script30_00249,"Hey Jay, Did Bert write me today?",17153,-,-,-,-,-,-
7464,-,Script30_00249,"Hey Jay, Please reply to this email.",17154,-,-,-,-,-,-
7465,-,Script30_00249,"Hey Jay, Reply to Anthony's email",17155,-,-,-,-,-,-
7466,-,Script30_00249,"Hey Jay, Check my email for any new email from Joe.",17156,-,-,-,-,-,-
7467,-,Script30_00249,"Hey Jay, Do I have any new email from Joe?",17157,-,-,-,-,-,-
7468,-,Script30_00249,"Hey Jay, Did Joe leave any contact information in his email?",17158,-,-,-,-,-,-
7469,-,Script30_00249,"Hey Jay, add contacts n mail",17159,-,-,-,-,-,-
7470,-,Script30_00250,"Hey Jay, Could you speak a little more softly?",1716,-,-,-,-,-,-
7471,-,Script30_00250,"Hey Jay, save my contacts",17160,-,-,-,-,-,-
7472,-,Script30_00250,"Hey Jay, store my cont",17161,-,-,-,-,-,-
7473,-,Script30_00250,"Hey Jay, any new mail",17162,-,-,-,-,-,-
7474,-,Script30_00250,"Hey Jay, send alert mail to sandy",17163,-,-,-,-,-,-
7475,-,Script30_00250,"Hey Jay, forward a mail to sandy",17164,-,-,-,-,-,-
7476,-,Script30_00250,"Hey Jay, put a mail to sandy",17165,-,-,-,-,-,-
7477,-,Script30_00250,"Hey Jay, Give me the number to mom.",17166,-,-,-,-,-,-
7478,-,Script30_00250,"Hey Jay, What's the address for Alex",17167,-,-,-,-,-,-
7479,-,Script30_00250,"Hey Jay, Please find a email from my friend, Tiffany",17168,-,-,-,-,-,-
7480,-,Script30_00250,"Hey Jay, Search for emails from my boss, Michael",17169,-,-,-,-,-,-
7481,-,Script30_00250,"Hey Jay, Turn off the upstairs bathroom light.",1717,-,-,-,-,-,-
7482,-,Script30_00250,"Hey Jay, Notify me when Joshua emails me",17170,-,-,-,-,-,-
7483,-,Script30_00250,"Hey Jay, please write to this email",17171,-,-,-,-,-,-
7484,-,Script30_00250,"Hey Jay, check emails from someone",17172,-,-,-,-,-,-
7485,-,Script30_00250,"Hey Jay, check someones recent emails",17173,-,-,-,-,-,-
7486,-,Script30_00250,"Hey Jay, Send hi in watsapp to vikki",17175,-,-,-,-,-,-
7487,-,Script30_00250,"Hey Jay, Do I have emails",17176,-,-,-,-,-,-
7488,-,Script30_00250,"Hey Jay, What emails are new?",17177,-,-,-,-,-,-
7489,-,Script30_00250,"Hey Jay, Do I have new emails from John",17178,-,-,-,-,-,-
7490,-,Script30_00250,"Hey Jay, Has John sent me an email?",17179,-,-,-,-,-,-
7491,-,Script30_00250,"Hey Jay, I want the light in the kitchen powered off.",1718,-,-,-,-,-,-
7492,-,Script30_00250,"Hey Jay, Check email from John",17180,-,-,-,-,-,-
7493,-,Script30_00250,"Hey Jay, Set alarm of only monday morning 6 a. m.",1719,-,-,-,-,-,-
7494,-,Script30_00250,"Hey Jay, Set alarm at 10 am.",172,-,-,-,-,-,-
7495,-,Script30_00250,"Hey Jay, Set alarm of every Tuesday of march month morning 8 a. m.",1720,-,-,-,-,-,-
7496,-,Script30_00250,"Hey Jay, Set alarm of Whole week morning 10 a. m. in april month",1721,-,-,-,-,-,-
7497,-,Script30_00250,"Hey Jay, what is the minimum temperature of london",1722,-,-,-,-,-,-
7498,-,Script30_00250,"Hey Jay, what will the weather conditions of Lucknow on 9th feb 2017",1723,-,-,-,-,-,-
7499,-,Script30_00250,"Hey Jay, what is the highest temperature of delhi",1724,-,-,-,-,-,-
7500,-,Script30_00251,"Hey Jay, what will be the condition of weather next seven days",1725,-,-,-,-,-,-
7501,-,Script30_00251,"Hey Jay, whai will be the highest temperature in coming week",1726,-,-,-,-,-,-
7502,-,Script30_00251,"Hey Jay, Please could you tell me if George's Geek restaurant, can I order takeaway from there?",1727,-,-,-,-,-,-
7503,-,Script30_00251,"Hey Jay, please confirm the weather for the 13th of this month.",1728,-,-,-,-,-,-
7504,-,Script30_00251,"Hey Jay, Please tell me if there will be sun with no clouds on friday of this week.",1729,-,-,-,-,-,-
7505,-,Script30_00251,"Hey Jay, Set alarm tomorrow at 6 am.",173,-,-,-,-,-,-
7506,-,Script30_00251,"Hey Jay, Checkout domino centre near me and order Chese pizza",1730,-,-,-,-,-,-
7507,-,Script30_00251,"Hey Jay, Checkout top restaurant near me and order Shahi panner.",1731,-,-,-,-,-,-
7508,-,Script30_00251,"Hey Jay, Checkout today set alarm of 10 a.m.",1732,-,-,-,-,-,-
7509,-,Script30_00251,"Hey Jay, Checkout today alarm of meeting.",1733,-,-,-,-,-,-
7510,-,Script30_00251,"Hey Jay, play the rock music for me",1734,-,-,-,-,-,-
7511,-,Script30_00251,"Hey Jay, I want to hear country music",1735,-,-,-,-,-,-
7512,-,Script30_00251,"Hey Jay, change the genre from rock to classic",1736,-,-,-,-,-,-
7513,-,Script30_00251,"Hey Jay, lower the light of hall by75%",1737,-,-,-,-,-,-
7514,-,Script30_00251,"Hey Jay, dim the garden light by half",1738,-,-,-,-,-,-
7515,-,Script30_00251,"Hey Jay, Who is the artist that sings this song?",1739,-,-,-,-,-,-
7516,-,Script30_00251,"Hey Jay, Set wake-up Thursday 7 am.",174,-,-,-,-,-,-
7517,-,Script30_00251,"Hey Jay, please tell me the name of this song that is currently playing.",1740,-,-,-,-,-,-
7518,-,Script30_00251,"Hey Jay, please tell me the name of this song that is currently playing.",1741,-,-,-,-,-,-
7519,-,Script30_00251,"Hey Jay, Find and Order rasgulla of janta sweet home pvt Ltd",1743,-,-,-,-,-,-
7520,-,Script30_00251,"Hey Jay, What do you think?",1744,-,-,-,-,-,-
7521,-,Script30_00251,"Hey Jay, You like the song?",1745,-,-,-,-,-,-
7522,-,Script30_00251,"Hey Jay, I love the song, do you?",1746,-,-,-,-,-,-
7523,-,Script30_00251,"Hey Jay, turn on when plugged in else turn off",1747,-,-,-,-,-,-
7524,-,Script30_00251,"Hey Jay, if switch is on then turn on else turn off",1748,-,-,-,-,-,-
7525,-,Script30_00251,"Hey Jay, Tell me latest technology news.",175,-,-,-,-,-,-
7526,-,Script30_00251,"Hey Jay, turn of all lights",1750,-,-,-,-,-,-
7527,-,Script30_00251,"Hey Jay, off all the lights on the right side",1751,-,-,-,-,-,-
7528,-,Script30_00251,"Hey Jay, play all songs by Anirudh",1752,-,-,-,-,-,-
7529,-,Script30_00251,"Hey Jay, play all rock songs",1753,-,-,-,-,-,-
7530,-,Script30_00252,"Hey Jay, play all songs from playlist 'Favorite'",1754,-,-,-,-,-,-
7531,-,Script30_00252,"Hey Jay, brighten the lights",1756,-,-,-,-,-,-
7532,-,Script30_00252,"Hey Jay, brighten the lights",1757,-,-,-,-,-,-
7533,-,Script30_00252,"Hey Jay, what and how is india's economy at the moment?",1758,-,-,-,-,-,-
7534,-,Script30_00252,"Hey Jay, give me news on president trump",1759,-,-,-,-,-,-
7535,-,Script30_00252,"Hey Jay, Tell me latest technology news.",176,-,-,-,-,-,-
7536,-,Script30_00252,"Hey Jay, latest news on terrorism",1760,-,-,-,-,-,-
7537,-,Script30_00252,"Hey Jay, give the latest updates on narendra modi",1761,-,-,-,-,-,-
7538,-,Script30_00252,"Hey Jay, what's the time in China right now?",1762,-,-,-,-,-,-
7539,-,Script30_00252,"Hey Jay, Please give me update of cricket",1764,-,-,-,-,-,-
7540,-,Script30_00252,"Hey Jay, Please give me update of Football",1765,-,-,-,-,-,-
7541,-,Script30_00252,"Hey Jay, Please give me update of Hockey",1766,-,-,-,-,-,-
7542,-,Script30_00252,"Hey Jay, convert 23:30 from GMT +4:30 to GMT -2:00",1767,-,-,-,-,-,-
7543,-,Script30_00252,"Hey Jay, convert 10:30 from GMT +2:30 to GMT 0:00",1768,-,-,-,-,-,-
7544,-,Script30_00252,"Hey Jay, Tell me some business news.",177,-,-,-,-,-,-
7545,-,Script30_00252,"Hey Jay, Play Enrique",1770,-,-,-,-,-,-
7546,-,Script30_00252,"Hey Jay, Play Michael Jackson",1771,-,-,-,-,-,-
7547,-,Script30_00252,"Hey Jay, please set alarm at 5 pm",1772,-,-,-,-,-,-
7548,-,Script30_00252,"Hey Jay, wake me up at 6 am",1773,-,-,-,-,-,-
7549,-,Script30_00252,"Hey Jay, turn off the alarm",1774,-,-,-,-,-,-
7550,-,Script30_00252,"Hey Jay, please play the next song",1775,-,-,-,-,-,-
7551,-,Script30_00252,"Hey Jay, next song",1777,-,-,-,-,-,-
7552,-,Script30_00252,"Hey Jay, Please dim the lights",1778,-,-,-,-,-,-
7553,-,Script30_00252,"Hey Jay, is it cold weather there?",1779,-,-,-,-,-,-
7554,-,Script30_00252,"Hey Jay, I hope it is sunny weather there.",1780,-,-,-,-,-,-
7555,-,Script30_00252,"Hey Jay, May i know the weather there ?",1781,-,-,-,-,-,-
7556,-,Script30_00252,"Hey Jay, play 'i love you' and then next 'happy'",1782,-,-,-,-,-,-
7557,-,Script30_00252,"Hey Jay, please play the song 'joy to the world'",1783,-,-,-,-,-,-
7558,-,Script30_00252,"Hey Jay, turn off the dining room",1784,-,-,-,-,-,-
7559,-,Script30_00252,"Hey Jay, please turn off the kitchen",1785,-,-,-,-,-,-
7560,-,Script30_00253,"Hey Jay, switch off the master's bedroom",1786,-,-,-,-,-,-
7561,-,Script30_00253,"Hey Jay, decrease the volume",1787,-,-,-,-,-,-
7562,-,Script30_00253,"Hey Jay, set the volume higher",1788,-,-,-,-,-,-
7563,-,Script30_00253,"Hey Jay, Is the weather cold?",1789,-,-,-,-,-,-
7564,-,Script30_00253,"Hey Jay, Tell me the weather.",179,-,-,-,-,-,-
7565,-,Script30_00253,"Hey Jay, Tell me my music likes",1790,-,-,-,-,-,-
7566,-,Script30_00253,"Hey Jay, Is it possible for you to provide the likes of my music",1791,-,-,-,-,-,-
7567,-,Script30_00253,"Hey Jay, Good afternoon, how are you?",1792,-,-,-,-,-,-
7568,-,Script30_00253,"Hey Jay, What is the latest news from Syria?",1793,-,-,-,-,-,-
7569,-,Script30_00253,"Hey Jay, Will Trump visit Russia anytime soon?",1794,-,-,-,-,-,-
7570,-,Script30_00253,"Hey Jay, what is the date today?",1795,-,-,-,-,-,-
7571,-,Script30_00253,"Hey Jay, date today?",1796,-,-,-,-,-,-
7572,-,Script30_00253,"Hey Jay, today is?",1797,-,-,-,-,-,-
7573,-,Script30_00253,"Hey Jay, Play favourite music",1798,-,-,-,-,-,-
7574,-,Script30_00253,"Hey Jay, reshuffle and play music",1799,-,-,-,-,-,-
7575,-,Script30_00253,"Hey Jay, turn the lights off in the bedroom",18,-,-,-,-,-,-
7576,-,Script30_00253,"Hey Jay, What is the weather now?",180,-,-,-,-,-,-
7577,-,Script30_00253,"Hey Jay, Do you think it would rain today?",1800,-,-,-,-,-,-
7578,-,Script30_00253,"Hey Jay, What is the gross domestic product of US?",1801,-,-,-,-,-,-
7579,-,Script30_00253,"Hey Jay, What is the current price of brent crude?",1802,-,-,-,-,-,-
7580,-,Script30_00253,"Hey Jay, Which teams are playing today in the premier league?",1803,-,-,-,-,-,-
7581,-,Script30_00253,"Hey Jay, More lights please",1804,-,-,-,-,-,-
7582,-,Script30_00253,"Hey Jay, I need some more lights.",1805,-,-,-,-,-,-
7583,-,Script30_00253,"Hey Jay, How many minutes pass 4 pm?",1806,-,-,-,-,-,-
7584,-,Script30_00253,"Hey Jay, song title?",1807,-,-,-,-,-,-
7585,-,Script30_00253,"Hey Jay, title?",1808,-,-,-,-,-,-
7586,-,Script30_00253,"Hey Jay, Play the song i didn't hear from last month",1809,-,-,-,-,-,-
7587,-,Script30_00253,"Hey Jay, Is it raining now?",181,-,-,-,-,-,-
7588,-,Script30_00253,"Hey Jay, start music in playlist",1810,-,-,-,-,-,-
7589,-,Script30_00253,"Hey Jay, start playlist and play music",1811,-,-,-,-,-,-
7590,-,Script30_00254,"Hey Jay, Please make me coffee without sweetener.",1812,-,-,-,-,-,-
7591,-,Script30_00254,"Hey Jay, I need coffee please preferably hot.",1813,-,-,-,-,-,-
7592,-,Script30_00254,"Hey Jay, Please help serve me coffee with a no sugar.",1814,-,-,-,-,-,-
7593,-,Script30_00254,"Hey Jay, Order one coffee to Starbucks coffee shop",1815,-,-,-,-,-,-
7594,-,Script30_00254,"Hey Jay, Order one coffee to Starbucks coffee shop",1816,-,-,-,-,-,-
7595,-,Script30_00254,"Hey Jay, Order 1 coffee from nearest coffee shop",1817,-,-,-,-,-,-
7596,-,Script30_00254,"Hey Jay, Tell me current time",1818,-,-,-,-,-,-
7597,-,Script30_00254,"Hey Jay, Time and date  of today",1819,-,-,-,-,-,-
7598,-,Script30_00254,"Hey Jay, Play my rock playlist.",182,-,-,-,-,-,-
7599,-,Script30_00254,"Hey Jay, Start robot cleaner",1820,-,-,-,-,-,-
7600,-,Script30_00254,"Hey Jay, Activate robot cleaner in an hour",1821,-,-,-,-,-,-
7601,-,Script30_00254,"Hey Jay, Start cleaning, robot cleaner",1822,-,-,-,-,-,-
7602,-,Script30_00254,"Hey Jay, My favorite singer is shakira",1823,-,-,-,-,-,-
7603,-,Script30_00254,"Hey Jay, I like songs from 90s",1824,-,-,-,-,-,-
7604,-,Script30_00254,"Hey Jay, Tell me latest updates of new york",1825,-,-,-,-,-,-
7605,-,Script30_00254,"Hey Jay, Tell me latest updates of new york",1826,-,-,-,-,-,-
7606,-,Script30_00254,"Hey Jay, What's going on in new york",1827,-,-,-,-,-,-
7607,-,Script30_00254,"Hey Jay, Tell me some braking news in new york",1828,-,-,-,-,-,-
7608,-,Script30_00254,"Hey Jay, Hello, what are you up to?",1829,-,-,-,-,-,-
7609,-,Script30_00254,"Hey Jay, Turn on my Michael Jackson playlist.",183,-,-,-,-,-,-
7610,-,Script30_00254,"Hey Jay, I want to eat some spicy thing",1830,-,-,-,-,-,-
7611,-,Script30_00254,"Hey Jay, Order 1 pizza from pizza hut",1831,-,-,-,-,-,-
7612,-,Script30_00254,"Hey Jay, Play Coldplay album",1832,-,-,-,-,-,-
7613,-,Script30_00254,"Hey Jay, Can you loop the playlist themes?",1833,-,-,-,-,-,-
7614,-,Script30_00254,"Hey Jay, Play my most listened songs",1834,-,-,-,-,-,-
7615,-,Script30_00254,"Hey Jay, Tell me the singer of this track",1835,-,-,-,-,-,-
7616,-,Script30_00254,"Hey Jay, Tell me length and star ratings",1836,-,-,-,-,-,-
7617,-,Script30_00254,"Hey Jay, Search and play the best of Mike Eden songs.",1838,-,-,-,-,-,-
7618,-,Script30_00254,"Hey Jay, Go to youtube and play me the best wedding songs collection.",1839,-,-,-,-,-,-
7619,-,Script30_00254,"Hey Jay, Play Michael Jackson from my playlist.",184,-,-,-,-,-,-
7620,-,Script30_00255,"Hey Jay, Should I bring an umbrella for work today?",1841,-,-,-,-,-,-
7621,-,Script30_00255,"Hey Jay, Is the sun gonna shine in Devon this weekend?",1842,-,-,-,-,-,-
7622,-,Script30_00255,"Hey Jay, Will it get warmer here next week?",1843,-,-,-,-,-,-
7623,-,Script30_00255,"Hey Jay, Is it going to freeze overnight?",1844,-,-,-,-,-,-
7624,-,Script30_00255,"Hey Jay, call the nearest Chinese restaurant for a takeaway",1846,-,-,-,-,-,-
7625,-,Script30_00255,"Hey Jay, Order me a Cheese burger from Tommy's burgers",1847,-,-,-,-,-,-
7626,-,Script30_00255,"Hey Jay, Sing to me",1848,-,-,-,-,-,-
7627,-,Script30_00255,"Hey Jay, Put a record on",1849,-,-,-,-,-,-
7628,-,Script30_00255,"Hey Jay, Turn on my playlist and play third song in the queue.",185,-,-,-,-,-,-
7629,-,Script30_00255,"Hey Jay, What is the time in clock",1850,-,-,-,-,-,-
7630,-,Script30_00255,"Hey Jay, How many seconds are left to complete this hour",1851,-,-,-,-,-,-
7631,-,Script30_00255,"Hey Jay, Its too bright in here",1852,-,-,-,-,-,-
7632,-,Script30_00255,"Hey Jay, I would love a less bright up room",1853,-,-,-,-,-,-
7633,-,Script30_00255,"Hey Jay, What's the time now?",1854,-,-,-,-,-,-
7634,-,Script30_00255,"Hey Jay, down",1857,-,-,-,-,-,-
7635,-,Script30_00255,"Hey Jay, Bring me latest tech news",1858,-,-,-,-,-,-
7636,-,Script30_00255,"Hey Jay, Bring me latest tech news",1859,-,-,-,-,-,-
7637,-,Script30_00255,"Hey Jay, Play last song from my favourite playlist.",186,-,-,-,-,-,-
7638,-,Script30_00255,"Hey Jay, Did snap become public yet?",1860,-,-,-,-,-,-
7639,-,Script30_00255,"Hey Jay, Is snap doing good after the IPO?",1861,-,-,-,-,-,-
7640,-,Script30_00255,"Hey Jay, When does my alarm go off?",1862,-,-,-,-,-,-
7641,-,Script30_00255,"Hey Jay, Have I got any alarms set?",1863,-,-,-,-,-,-
7642,-,Script30_00255,"Hey Jay, What alarms are on right now?",1864,-,-,-,-,-,-
7643,-,Script30_00255,"Hey Jay, temperature this hour",1865,-,-,-,-,-,-
7644,-,Script30_00255,"Hey Jay, weather report now",1866,-,-,-,-,-,-
7645,-,Script30_00255,"Hey Jay, climate details now",1867,-,-,-,-,-,-
7646,-,Script30_00255,"Hey Jay, climate details now",1868,-,-,-,-,-,-
7647,-,Script30_00255,"Hey Jay, what date is today",1869,-,-,-,-,-,-
7648,-,Script30_00255,"Hey Jay, Turn up the volume.",187,-,-,-,-,-,-
7649,-,Script30_00255,"Hey Jay, what month is today",1870,-,-,-,-,-,-
7650,-,Script30_00256,"Hey Jay, Add that song to my Top 10 favorites list",1871,-,-,-,-,-,-
7651,-,Script30_00256,"Hey Jay, Great song for the commute",1872,-,-,-,-,-,-
7652,-,Script30_00256,"Hey Jay, Great song for the commute",1873,-,-,-,-,-,-
7653,-,Script30_00256,"Hey Jay, Add song to running list",1874,-,-,-,-,-,-
7654,-,Script30_00256,"Hey Jay, play 60",1875,-,-,-,-,-,-
7655,-,Script30_00256,"Hey Jay, play top 10",1876,-,-,-,-,-,-
7656,-,Script30_00256,"Hey Jay, That song was awesome, can you repeat?",1877,-,-,-,-,-,-
7657,-,Script30_00256,"Hey Jay, Which was that Coldplay song I listened to yesterday evening? Can you play it again?",1878,-,-,-,-,-,-
7658,-,Script30_00256,"Hey Jay, Which was that Coldplay song I listened to yesterday evening? Can you play it again?",1879,-,-,-,-,-,-
7659,-,Script30_00256,"Hey Jay, Volume up.",188,-,-,-,-,-,-
7660,-,Script30_00256,"Hey Jay, Increase the volume a bit",1880,-,-,-,-,-,-
7661,-,Script30_00256,"Hey Jay, I cant hear a thing",1882,-,-,-,-,-,-
7662,-,Script30_00256,"Hey Jay, What is the name of that song?",1883,-,-,-,-,-,-
7663,-,Script30_00256,"Hey Jay, What's the news from WBC right now?",1884,-,-,-,-,-,-
7664,-,Script30_00256,"Hey Jay, Give me the headlines from Sky News",1885,-,-,-,-,-,-
7665,-,Script30_00256,"Hey Jay, What's on Nine News?",1886,-,-,-,-,-,-
7666,-,Script30_00256,"Hey Jay, play that last song",1887,-,-,-,-,-,-
7667,-,Script30_00256,"Hey Jay, Give me low lighting in the kitchen",1888,-,-,-,-,-,-
7668,-,Script30_00256,"Hey Jay, Put the disco lights on",1889,-,-,-,-,-,-
7669,-,Script30_00256,"Hey Jay, Mute volume.",189,-,-,-,-,-,-
7670,-,Script30_00256,"Hey Jay, Let's have a warm glow in the front room",1890,-,-,-,-,-,-
7671,-,Script30_00256,"Hey Jay, how the weather today",1891,-,-,-,-,-,-
7672,-,Script30_00256,"Hey Jay, What did she just sing?",1892,-,-,-,-,-,-
7673,-,Script30_00256,"Hey Jay, Is that the song from Spectre?",1893,-,-,-,-,-,-
7674,-,Script30_00256,"Hey Jay, save that song and my opinion",1894,-,-,-,-,-,-
7675,-,Script30_00256,"Hey Jay, put alarm at 5 AM",1895,-,-,-,-,-,-
7676,-,Script30_00256,"Hey Jay, switch off bedroom light",1896,-,-,-,-,-,-
7677,-,Script30_00256,"Hey Jay, put off the livingroom light",1897,-,-,-,-,-,-
7678,-,Script30_00256,"Hey Jay, shift the balcony light to off",1898,-,-,-,-,-,-
7679,-,Script30_00256,"Hey Jay, turn the lights off in the bedroom",19,-,-,-,-,-,-
7680,-,Script30_00257,"Hey Jay, Turn on the plug.",190,-,-,-,-,-,-
7681,-,Script30_00257,"Hey Jay, What is trending in tech today?",1900,-,-,-,-,-,-
7682,-,Script30_00257,"Hey Jay, Update me with the election results",1901,-,-,-,-,-,-
7683,-,Script30_00257,"Hey Jay, What does the analysts say about the new immigration policies?",1902,-,-,-,-,-,-
7684,-,Script30_00257,"Hey Jay, Brief me about  today's football match",1903,-,-,-,-,-,-
7685,-,Script30_00257,"Hey Jay, Get me match highlights",1904,-,-,-,-,-,-
7686,-,Script30_00257,"Hey Jay, LOWER THE LIGHT TO 40 PERCENT",1905,-,-,-,-,-,-
7687,-,Script30_00257,"Hey Jay, decrease volume",1906,-,-,-,-,-,-
7688,-,Script30_00257,"Hey Jay, improve volume clarity",1907,-,-,-,-,-,-
7689,-,Script30_00257,"Hey Jay, Status of my restaurant order",1908,-,-,-,-,-,-
7690,-,Script30_00257,"Hey Jay, Restaurant delivery update",1909,-,-,-,-,-,-
7691,-,Script30_00257,"Hey Jay, Switch on the plug.",191,-,-,-,-,-,-
7692,-,Script30_00257,"Hey Jay, Restaurant order status",1910,-,-,-,-,-,-
7693,-,Script30_00257,"Hey Jay, Set alarm at 5:00 am",1912,-,-,-,-,-,-
7694,-,Script30_00257,"Hey Jay, Wake me up at 5:00 am",1913,-,-,-,-,-,-
7695,-,Script30_00257,"Hey Jay, Alert me at  0500 hrs",1914,-,-,-,-,-,-
7696,-,Script30_00257,"Hey Jay, Is the coffee ready",1916,-,-,-,-,-,-
7697,-,Script30_00257,"Hey Jay, What is the weather for the next 7 days?",1918,-,-,-,-,-,-
7698,-,Script30_00257,"Hey Jay, Turn on my plug.",192,-,-,-,-,-,-
7699,-,Script30_00257,"Hey Jay, What is the weather for the school week?",1920,-,-,-,-,-,-
7700,-,Script30_00257,"Hey Jay, Good evening",1921,-,-,-,-,-,-
7701,-,Script30_00257,"Hey Jay, What time is it in Boston",1922,-,-,-,-,-,-
7702,-,Script30_00257,"Hey Jay, Show me Boston's current time",1923,-,-,-,-,-,-
7703,-,Script30_00257,"Hey Jay, Turn on Vacuum cleaner",1924,-,-,-,-,-,-
7704,-,Script30_00257,"Hey Jay, Start my robot vacuum cleaner",1925,-,-,-,-,-,-
7705,-,Script30_00257,"Hey Jay, Initiate to operate robot vacuum cleaner",1926,-,-,-,-,-,-
7706,-,Script30_00257,"Hey Jay, Play music",1928,-,-,-,-,-,-
7707,-,Script30_00257,"Hey Jay, Get me some music",1929,-,-,-,-,-,-
7708,-,Script30_00257,"Hey Jay, Tell me some joke.",193,-,-,-,-,-,-
7709,-,Script30_00257,"Hey Jay, Play walking list",1931,-,-,-,-,-,-
7710,-,Script30_00258,"Hey Jay, Is the weather calm today",1932,-,-,-,-,-,-
7711,-,Script30_00258,"Hey Jay, Will there be a fall in temperature by tonight",1933,-,-,-,-,-,-
7712,-,Script30_00258,"Hey Jay, What is the current date time group?",1934,-,-,-,-,-,-
7713,-,Script30_00258,"Hey Jay, Who is the songwriter?",1935,-,-,-,-,-,-
7714,-,Script30_00258,"Hey Jay, Is it raining in Boston",1936,-,-,-,-,-,-
7715,-,Script30_00258,"Hey Jay, Give me weather condition of Manhattan",1937,-,-,-,-,-,-
7716,-,Script30_00258,"Hey Jay, Weather report of Boston",1938,-,-,-,-,-,-
7717,-,Script30_00258,"Hey Jay, open a song from the given list",1939,-,-,-,-,-,-
7718,-,Script30_00258,"Hey Jay, Do you know any joke?",194,-,-,-,-,-,-
7719,-,Script30_00258,"Hey Jay, play the song title",1940,-,-,-,-,-,-
7720,-,Script30_00258,"Hey Jay, Clean my house",1941,-,-,-,-,-,-
7721,-,Script30_00258,"Hey Jay, Activate vacuum cleaner",1942,-,-,-,-,-,-
7722,-,Script30_00258,"Hey Jay, Start house cleanup",1943,-,-,-,-,-,-
7723,-,Script30_00258,"Hey Jay, shift the light off",1944,-,-,-,-,-,-
7724,-,Script30_00258,"Hey Jay, switch off the light",1945,-,-,-,-,-,-
7725,-,Script30_00258,"Hey Jay, Rise volume",1946,-,-,-,-,-,-
7726,-,Script30_00258,"Hey Jay, Lower volume",1947,-,-,-,-,-,-
7727,-,Script30_00258,"Hey Jay, Funny joke",1948,-,-,-,-,-,-
7728,-,Script30_00258,"Hey Jay, Are there any latest news?",1949,-,-,-,-,-,-
7729,-,Script30_00258,"Hey Jay, What is the time?",195,-,-,-,-,-,-
7730,-,Script30_00258,"Hey Jay, Any breaking news?",1950,-,-,-,-,-,-
7731,-,Script30_00258,"Hey Jay, What is London Time?",1951,-,-,-,-,-,-
7732,-,Script30_00258,"Hey Jay, What is the time in Perth?",1952,-,-,-,-,-,-
7733,-,Script30_00258,"Hey Jay, What song is currently playing?",1953,-,-,-,-,-,-
7734,-,Script30_00258,"Hey Jay, Increase volume to 50%",1954,-,-,-,-,-,-
7735,-,Script30_00258,"Hey Jay, Repeat the song playing now",1955,-,-,-,-,-,-
7736,-,Script30_00258,"Hey Jay, Hello how are you today?",1956,-,-,-,-,-,-
7737,-,Script30_00258,"Hey Jay, Hello how are you today?",1957,-,-,-,-,-,-
7738,-,Script30_00258,"Hey Jay, Acquire latest news",1958,-,-,-,-,-,-
7739,-,Script30_00258,"Hey Jay, Obtain latest news",1959,-,-,-,-,-,-
7740,-,Script30_00259,"Hey Jay, Tell me the time.",196,-,-,-,-,-,-
7741,-,Script30_00259,"Hey Jay, change the light to pink color.",1960,-,-,-,-,-,-
7742,-,Script30_00259,"Hey Jay, it will be good if you yellowish the light.",1961,-,-,-,-,-,-
7743,-,Script30_00259,"Hey Jay, Hi google, play me playlist Wacky in my gaana application",1962,-,-,-,-,-,-
7744,-,Script30_00259,"Hey Jay, play me an automated playlist based on songs heard in Gaana app this week.",1963,-,-,-,-,-,-
7745,-,Script30_00259,"Hey Jay, play me an automated playlist based on songs heard in Gaana app this week.",1964,-,-,-,-,-,-
7746,-,Script30_00259,"Hey Jay, Hi alexa,play me playlist of A R Rehman songs released current year.",1965,-,-,-,-,-,-
7747,-,Script30_00259,"Hey Jay, Chane light colour to green",1966,-,-,-,-,-,-
